"TRANS1G","GEO","UNIT","TIME","ISCED11","SEX","Value","Flag and Footnotes"
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Slovenia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","3.6",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Slovenia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","12.8",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Slovenia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","10.4",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Slovenia","Percentage","2019","Tertiary education (levels 5-8)","Males","40.6",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Slovenia","Percentage","2019","Tertiary education (levels 5-8)","Females","36.1",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Slovakia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","1.1",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Slovakia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","0.1",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Slovakia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","6.8",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Slovakia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","6.0",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Slovakia","Percentage","2019","Tertiary education (levels 5-8)","Males","37.1",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Slovakia","Percentage","2019","Tertiary education (levels 5-8)","Females","27.9",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Finland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","14.7",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Finland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","15.9",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Finland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","26.1",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Finland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","26.9",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Finland","Percentage","2019","Tertiary education (levels 5-8)","Males","47.9",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Finland","Percentage","2019","Tertiary education (levels 5-8)","Females","38.3",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Sweden","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","22.3",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Sweden","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","19.1",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Sweden","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","36.5",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Sweden","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","31.0",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Sweden","Percentage","2019","Tertiary education (levels 5-8)","Males","63.7",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Sweden","Percentage","2019","Tertiary education (levels 5-8)","Females","59.3",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","United Kingdom","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","United Kingdom","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","United Kingdom","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","United Kingdom","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","United Kingdom","Percentage","2019","Tertiary education (levels 5-8)","Males",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","United Kingdom","Percentage","2019","Tertiary education (levels 5-8)","Females",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Iceland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Iceland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Iceland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Iceland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Iceland","Percentage","2019","Tertiary education (levels 5-8)","Males",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Iceland","Percentage","2019","Tertiary education (levels 5-8)","Females",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Norway","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","36.8",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Norway","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","36.0",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Norway","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","32.3",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Norway","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","25.7",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Norway","Percentage","2019","Tertiary education (levels 5-8)","Males","60.8",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Norway","Percentage","2019","Tertiary education (levels 5-8)","Females","57.3",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Switzerland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","10.1",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Switzerland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","7.3",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Switzerland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","25.3",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Switzerland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","23.9",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Switzerland","Percentage","2019","Tertiary education (levels 5-8)","Males","48.7",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Switzerland","Percentage","2019","Tertiary education (levels 5-8)","Females","53.1",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Montenegro","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","0.4",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Montenegro","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","0.7",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Montenegro","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","9.5",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Montenegro","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","9.4",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Montenegro","Percentage","2019","Tertiary education (levels 5-8)","Males","30.8",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Montenegro","Percentage","2019","Tertiary education (levels 5-8)","Females","37.9",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","North Macedonia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","0.2",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","North Macedonia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","1.1",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","North Macedonia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","7.3",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","North Macedonia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","4.7",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","North Macedonia","Percentage","2019","Tertiary education (levels 5-8)","Males","34.5",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","North Macedonia","Percentage","2019","Tertiary education (levels 5-8)","Females","32.9",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Serbia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","2.4",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Serbia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","1.1",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Serbia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","10.1",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Serbia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","7.8",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Serbia","Percentage","2019","Tertiary education (levels 5-8)","Males","47.0",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Serbia","Percentage","2019","Tertiary education (levels 5-8)","Females","38.4",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Turkey","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Turkey","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Turkey","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Turkey","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Turkey","Percentage","2019","Tertiary education (levels 5-8)","Males",":",""
"From first and second stage of tertiary education (levels 5 and 6) of the parents","Turkey","Percentage","2019","Tertiary education (levels 5-8)","Females",":",""
